,embedding
0,"[ 0.24014642  0.13510047  0.15800421 -0.01674054 -0.2408011  -0.11754672
 -0.45686653  0.13127508  0.45385079  0.19411177 -0.41292822  0.38635781
 -0.20266533 -0.07701726 -0.07534035 -0.13890446 -0.49102815 -0.32406978
  0.43662586  0.34859928  0.25660737  0.3582569  -0.21707094 -0.04602903
  0.07796869  0.19596197  0.1755682  -0.24228573 -0.04745568  0.15064275
  0.20974563  0.0542229  -0.21779797 -0.51921407 -0.70244656  0.11555631
  0.64240498 -0.53763037  0.07974232  0.08023515 -0.14183599 -0.05337968
 -0.32774176 -0.01968861 -0.0831342   0.05192827  0.32964677  0.32721685
 -0.26462968  0.32454    -0.39471289 -0.36698346 -0.69123109 -0.51209798
 -0.25408193 -0.17763532 -0.24679052 -0.42979402 -0.5326857  -0.20910742
  0.15058321  0.11956606  0.10963783  0.08059188  0.26583933  0.0580629
  0.05503916  0.02430534  0.64608768  0.35626291 -0.50807048  0.18849702
 -0.24695266  0.33452349 -0.19854393 -0.27189877 -0.38065578  0.28179877
 -0.28846698  0.37034472  0.44050405 -0.2660842   0.32671835  0.13924548
 -0.25327581  0.18846312  0.03581395  0.28103795 -0.36806529 -0.46523439
  0.4047381   0.1994379   0.1499063  -0.31867683 -0.00849488 -0.1193567
 -0.34437208 -0.05145958  0.54940957 -0.17143133  0.34839625  0.20185321
 -0.06492285 -0.01817962 -0.14357885  0.08505644 -0.48854833  0.35200395
  0.21514437 -0.09894756  0.02480688  0.66058659  0.05650441  0.23205927
  0.18140545  0.15419988 -0.36894468 -0.12331265  0.0150301  -0.11054423
  0.11061237 -0.54129266 -0.21462895  0.33335968 -0.48139991 -0.68627523
  0.06648556 -0.30963456 -0.16845535 -0.40517255 -0.10411445  0.03384253
 -0.09406519 -0.11186993  0.1179021  -0.33516799 -0.12108853 -0.18542112
  0.20476717  0.20057973  0.4147392   0.30948971 -0.20977023  0.14829409
 -0.34353122 -0.38669088  0.62110612 -0.37955643 -0.28196937 -0.05542995
  0.14275039  0.19145834  0.31849834 -0.060397    0.06278832 -0.05788277
  0.05809552 -0.10878381  0.29751576  0.14613876  0.08823573 -0.02261128
  0.29014534  0.34308144 -0.06122635 -0.0057941  -0.02169732  0.16521526
 -0.25451151 -0.20314418 -0.27474379  0.25370098 -0.24684496  0.33764565
  0.02162374  0.24477117 -0.1478249   0.05102653  0.26409264 -0.85102839
 -0.08867066  0.44437351  0.13573054 -0.47177602  0.36081668  0.23841768
  0.08979249 -0.09467528  0.29781691 -0.19594883 -0.08218753 -0.26087178
 -0.00279508  0.4001193  -0.17236287 -0.4614466   0.04603921  0.13805596
 -0.26120414 -0.32144113]"
1,"[ 2.68420367e-01  2.19622153e-01  1.32698903e-01 -5.57411863e-02
 -2.20988691e-01 -8.35719574e-02 -4.85805189e-01  1.86872976e-01
  4.33531011e-01  2.45600948e-01 -3.92942854e-01  4.01456148e-01
 -2.04610261e-01 -9.18017958e-02 -8.26565605e-02 -1.70656047e-01
 -4.98946525e-01 -3.37619639e-01  4.45998623e-01  3.11722286e-01
  2.54081055e-01  3.73235319e-01 -2.33676260e-01 -6.73088597e-02
  3.50724790e-02  2.59912844e-01  2.23463750e-01 -2.48539669e-01
  7.11504599e-04  1.04079439e-01  2.19969040e-01  5.69431930e-02
 -2.56011102e-01 -5.22314526e-01 -6.29963261e-01  6.11147418e-02
  6.41133074e-01 -5.42168266e-01  8.17235800e-02  4.51220369e-02
 -1.27781873e-01 -2.80647231e-02 -3.13846574e-01 -8.60557328e-02
 -1.16480230e-01  4.38676608e-02  3.25324748e-01  3.31189212e-01
 -3.05658351e-01  3.29071284e-01 -4.18144609e-01 -3.88703147e-01
 -6.60177839e-01 -5.03586272e-01 -3.03301979e-01 -1.95197162e-01
 -2.08351193e-01 -3.50195973e-01 -5.03044085e-01 -2.21421831e-01
  1.09787503e-01  9.65673179e-02  1.66734408e-01  2.45431892e-02
  2.72139473e-01  8.64039140e-02 -7.52161097e-03  2.59848744e-03
  6.59484210e-01  2.84089208e-01 -5.21691073e-01  2.56752834e-01
 -2.02870925e-01  3.29542552e-01 -2.09329537e-01 -2.97054576e-01
 -3.79640867e-01  3.12123336e-01 -2.94327029e-01  3.18123704e-01
  3.74182960e-01 -2.27033114e-01  2.41958976e-01  5.33219984e-02
 -2.57030515e-01  2.53490016e-01  2.13252097e-02  2.79547541e-01
 -3.16306142e-01 -4.37890562e-01  4.51413417e-01  1.42797913e-01
  4.14894578e-02 -3.06918284e-01 -6.22004771e-02 -1.14720937e-01
 -3.21192861e-01 -2.79903876e-02  5.09764624e-01 -2.08463843e-01
  3.69792765e-01  1.85762039e-01 -2.30249919e-02 -6.29665252e-02
 -1.40327440e-01  1.00241365e-01 -4.26498115e-01  3.68901048e-01
  1.52449343e-01 -1.00280906e-01  2.45709616e-02  6.57553706e-01
  5.47106437e-02  2.17746815e-01  1.74352886e-01  9.37551201e-02
 -3.81607316e-01 -9.46949797e-02  2.45616335e-03 -1.76362942e-01
  1.12504181e-01 -4.60809738e-01 -1.82313021e-01  3.57742758e-01
 -4.98324816e-01 -7.80777161e-01  4.78641435e-02 -2.93215714e-01
 -1.75237765e-01 -4.29031751e-01 -1.08026994e-01  2.23726696e-02
 -9.60277976e-02 -1.33241497e-01  9.98452437e-02 -3.11098315e-01
 -1.37330257e-01 -2.03133752e-01  2.29914112e-01  2.44559093e-01
  4.54951132e-01  3.27592638e-01 -2.18205985e-01  2.00687147e-01
 -3.45380042e-01 -4.25920343e-01  5.42423965e-01 -4.07270317e-01
 -2.46482183e-01 -8.59244279e-02  8.66669204e-02  1.12556371e-01
  3.72912189e-01 -7.26674564e-02  8.03762582e-02 -7.61306591e-02
  6.95507895e-02 -1.10797316e-01  2.78730478e-01  2.10430583e-01
  6.05699665e-03 -4.96048254e-02  3.06006790e-01  3.98655072e-01
 -8.65931695e-03 -7.16755454e-03 -5.05602356e-02  2.06745435e-01
 -2.56856189e-01 -2.34996401e-01 -3.00364435e-01  2.52466502e-01
 -3.09093469e-01  3.80287270e-01 -3.93287174e-03  3.03333536e-01
 -1.12476185e-01  1.26316210e-02  2.48484498e-01 -8.66293441e-01
 -9.90610096e-02  4.00891584e-01  1.45086568e-01 -4.46934272e-01
  3.65452513e-01  2.25221149e-01  1.42665283e-01 -1.05984791e-01
  2.68616061e-01 -2.18412879e-01 -4.73042900e-02 -2.22687025e-01
  4.02237639e-02  4.53242827e-01 -2.11934249e-01 -4.24279758e-01
  4.31624213e-02  1.59588714e-01 -2.59731901e-01 -2.80263428e-01]"
2,"[ 0.30550129  0.11458015  0.18586224 -0.05201803 -0.21272436 -0.06382037
 -0.41957222  0.14672098  0.4460755   0.23019014 -0.45035702  0.35544314
 -0.25165505 -0.06718358 -0.00926697 -0.17405106 -0.44725368 -0.3030957
  0.41179276  0.3078893   0.31036072  0.42087928 -0.23249829 -0.08514139
  0.09099599  0.19678339  0.15122175 -0.16341921 -0.01837412  0.11866275
  0.24107482  0.04658381 -0.27118126 -0.46385069 -0.68533703  0.12452477
  0.66240258 -0.54721093  0.08210232 -0.01934351 -0.1331283  -0.00953313
 -0.37409093 -0.09340016 -0.04319544  0.09986635  0.32269179  0.32354208
 -0.28297118  0.29228614 -0.367239   -0.40633314 -0.72366551 -0.53558614
 -0.2837797  -0.1767834  -0.23597811 -0.44642809 -0.56482962 -0.25063259
  0.09700694  0.05228539  0.19935188  0.04122438  0.25052945  0.10066297
  0.07937518  0.07000147  0.60829258  0.28450154 -0.58276017  0.20075103
 -0.25630949  0.38078064 -0.13527884 -0.35831247 -0.30584081  0.24043111
 -0.25498279  0.28177358  0.47290518 -0.224293    0.28298685  0.05176604
 -0.25877759  0.16611491  0.07561232  0.3465694  -0.29672599 -0.42624933
  0.37258615  0.23365601  0.11899993 -0.33479035 -0.00930933 -0.10646564
 -0.26801918 -0.0487712   0.45372784 -0.22729923  0.27373884  0.18743715
 -0.03323912 -0.03301988 -0.1195316   0.06994851 -0.50209347  0.35415373
  0.18370475 -0.1030648   0.00178805  0.58133182  0.06831447  0.21397685
  0.19333343  0.16902761 -0.40676419 -0.14108471  0.05835029 -0.16861408
  0.14453088 -0.52140234 -0.19793925  0.34894404 -0.5059217  -0.70206258
  0.10111734 -0.29151067 -0.17766955 -0.33545152 -0.12229061 -0.04543141
 -0.09578753 -0.1111141   0.11442205 -0.34391099 -0.07755118 -0.17616812
  0.25536153  0.18086163  0.45178165  0.34171613 -0.22980921  0.13424513
 -0.35381872 -0.3525737   0.62862077 -0.42102413 -0.27199181 -0.02589183
  0.13835551  0.18256794  0.31437736 -0.02169942  0.01854419 -0.03931003
  0.04241059 -0.0669523   0.26137685  0.12841204  0.03199505 -0.05218582
  0.27248245  0.32683948  0.00772955  0.02549796 -0.03979751  0.14108222
 -0.28839926 -0.26829577 -0.31809932  0.24694352 -0.24273603  0.29016156
  0.04128991  0.29506589 -0.13665169  0.0968493   0.30048243 -0.87989638
 -0.10648486  0.38656465  0.17016436 -0.42488604  0.34747514  0.17490214
  0.07417447 -0.14768257  0.33135352 -0.19307894 -0.07366996 -0.16932463
  0.04269011  0.41264116 -0.16270195 -0.36682174  0.03856795  0.13969788
 -0.22550323 -0.31709815]"
3,"[ 0.23270478  0.10486025  0.15557083 -0.06788727 -0.2550117  -0.09401068
 -0.50754051  0.15919914  0.43999045  0.25860206 -0.46708224  0.38770504
 -0.1581756  -0.03601734 -0.09547873 -0.2393515  -0.51274343 -0.24483007
  0.39966506  0.31415264  0.21138682  0.37061751 -0.25694035 -0.09097899
  0.10542001  0.21478005  0.19594572 -0.22860036 -0.12535506  0.16664807
  0.20270637  0.07840327 -0.21018088 -0.49926958 -0.63105529  0.06766872
  0.69531852 -0.58832479  0.03856829  0.11594188 -0.17800304 -0.05353597
 -0.31299093 -0.04844117 -0.06714024  0.06215181  0.33770959  0.33751907
 -0.29330538  0.31284806 -0.3336708  -0.35202943 -0.67695304 -0.48401832
 -0.30670383 -0.14057724 -0.28282853 -0.38617651 -0.51832637 -0.25546149
  0.08372843  0.06520464  0.12136442  0.09366216  0.25314163  0.0410368
  0.01559162  0.00355034  0.62026111  0.30632831 -0.5130619   0.21188181
 -0.27122178  0.30954942 -0.18485978 -0.31778668 -0.32924921  0.24742306
 -0.21404896  0.33731492  0.4496213  -0.19904542  0.20595095  0.10061288
 -0.21273134  0.21461792  0.07542256  0.19377858 -0.35387553 -0.4432298
  0.41670717  0.21205569  0.15114263 -0.32828558 -0.02431727 -0.07514893
 -0.30746324 -0.04814311  0.52182487 -0.24713999  0.31124748  0.19158201
 -0.05633174 -0.0843904  -0.18050161  0.11289717 -0.4911      0.33987332
  0.17143403 -0.12736693  0.01968621  0.61569088  0.14097369  0.23644081
  0.1653589   0.08192604 -0.37089553 -0.13289329  0.04093318 -0.10775379
  0.12943251 -0.48120126 -0.15686006  0.33136809 -0.48454204 -0.69746149
  0.09904003 -0.34706432 -0.18195028 -0.40082156 -0.10428767 -0.02400568
 -0.0779529  -0.14796303  0.05883807 -0.33434329 -0.11998582 -0.1840564
  0.22335312  0.25682283  0.42447024  0.27844845 -0.20751614  0.17520432
 -0.35734547 -0.36457066  0.59408978 -0.43361778 -0.28637595 -0.01055727
  0.08426812  0.16362848  0.33193991 -0.02684798  0.05744567 -0.11294049
 -0.00524471 -0.07530895  0.26600085  0.09058214  0.07954642 -0.02238943
  0.26504017  0.36892907  0.01556225 -0.01635109 -0.04280578  0.18577961
 -0.25628918 -0.18792721 -0.28479944  0.26234483 -0.22040048  0.35587227
  0.01082592  0.27919516 -0.14519452  0.07892524  0.2531168  -0.79930588
 -0.0936411   0.41061013  0.08664838 -0.43580348  0.32932061  0.24815894
  0.08816922 -0.12423257  0.33431954 -0.13817271  0.00678326 -0.2083505
  0.06138714  0.37435832 -0.19278706 -0.3919702   0.01549303  0.06846059
 -0.28230663 -0.28223899]"
4,"[ 2.56639510e-01  2.04743959e-01  1.13984417e-01 -2.68958249e-02
 -2.96220531e-01 -1.40847744e-01 -4.64745454e-01  2.02130921e-01
  4.69239906e-01  2.40702289e-01 -4.31792845e-01  3.02478200e-01
 -2.15447339e-01 -5.99266754e-02 -2.32349032e-02 -1.01300799e-01
 -4.86011019e-01 -3.22897351e-01  4.75495090e-01  3.84045338e-01
  2.37739927e-01  3.70442797e-01 -2.27177409e-01 -5.23394997e-02
  8.33285066e-02  1.97993024e-01  1.97172769e-01 -2.36077060e-01
 -1.09484109e-04  7.66508369e-02  2.10094179e-01  5.79068875e-02
 -2.27843842e-01 -5.16226991e-01 -6.50642377e-01  5.06519572e-02
  6.68404634e-01 -5.40282313e-01  2.96735117e-02  1.77291572e-02
 -1.81636790e-01 -4.06576395e-02 -3.38933959e-01 -8.95128564e-02
 -9.90651215e-02  7.24902587e-02  3.50145374e-01  3.77671804e-01
 -2.38925071e-01  3.04775516e-01 -3.84192307e-01 -3.31680837e-01
 -7.20689676e-01 -4.76227224e-01 -2.76401499e-01 -1.89997261e-01
 -2.04602828e-01 -3.93991182e-01 -5.62945938e-01 -2.23307373e-01
  9.84669381e-02  3.24468750e-02  1.72664050e-01  8.58067389e-02
  2.65901288e-01  3.87394780e-02 -2.70848238e-02  1.47679282e-02
  6.83371297e-01  3.52053999e-01 -5.39843495e-01  1.81198734e-01
 -2.70563955e-01  3.17473988e-01 -1.60933648e-01 -3.03230391e-01
 -3.40071390e-01  3.13517485e-01 -2.80185159e-01  3.40536237e-01
  4.57632481e-01 -2.80647911e-01  2.65848355e-01  1.58021200e-01
 -3.24951965e-01  1.33194241e-01  3.60479777e-02  1.95119315e-01
 -3.58524933e-01 -4.45046983e-01  3.85708239e-01  1.87170594e-01
  1.30711276e-01 -2.89757968e-01 -1.68123441e-02 -3.26687105e-02
 -3.93566875e-01 -4.37944394e-03  5.18719783e-01 -1.86656855e-01
  3.61673633e-01  2.09734064e-01 -6.89478504e-02 -2.73171166e-02
 -2.11487814e-01  1.58490946e-01 -4.89751774e-01  3.65152177e-01
  1.88162596e-01 -1.40941911e-01  8.98256216e-02  6.46964106e-01
  7.90414668e-02  2.25555910e-01  1.88357060e-01  1.46256450e-01
 -4.22889720e-01 -7.11652920e-02  5.54203061e-02 -1.75294113e-01
  1.19216159e-01 -4.89637531e-01 -2.07441648e-01  3.55675553e-01
 -5.00659632e-01 -7.31227278e-01  5.39082535e-02 -3.01691549e-01
 -1.62371835e-01 -4.84541202e-01 -1.01532993e-01  3.93308232e-02
 -1.17595740e-01 -1.40176020e-01  1.05889598e-01 -3.61586945e-01
 -8.40421024e-02 -1.32602959e-01  1.59215324e-01  2.41192010e-01
  4.51166234e-01  2.76806949e-01 -1.82313088e-01  1.73960789e-01
 -3.40414991e-01 -4.49696769e-01  5.73276620e-01 -4.30450150e-01
 -3.13091784e-01 -8.38505728e-02  4.81498394e-02  1.65911340e-01
  3.33266896e-01 -1.65618348e-02  1.04272574e-01 -9.34035269e-02
  7.18488925e-02 -9.50159065e-02  2.51747206e-01  1.04467538e-01
  4.18891410e-02 -1.43563338e-02  2.98321995e-01  4.01952717e-01
 -3.93944784e-02 -9.48683091e-02 -2.93235319e-02  2.06987649e-01
 -2.60110791e-01 -2.23926164e-01 -2.77095963e-01  2.41163945e-01
 -3.30295526e-01  3.24886064e-01  4.62025958e-02  3.00182796e-01
 -1.57087289e-01 -3.67363043e-02  2.47698457e-01 -8.79183732e-01
 -1.31927448e-01  4.34187260e-01  1.06451962e-01 -4.49309147e-01
  3.15926441e-01  2.01417587e-01  1.46785037e-01 -1.57838766e-01
  2.65870090e-01 -1.93450898e-01  3.79065291e-02 -2.69837592e-01
  9.57577604e-02  4.26790487e-01 -1.42607602e-01 -4.46518473e-01
  4.21125505e-02  1.31084475e-01 -2.53773941e-01 -2.93180873e-01]"
5,"[ 0.23780148  0.14183782  0.16604058 -0.02273692 -0.28771136 -0.10250046
 -0.48106505  0.15981502  0.48641898  0.25392828 -0.44075248  0.40959655
 -0.19551714 -0.04885479 -0.08426419 -0.1817632  -0.50590072 -0.2827779
  0.44473155  0.33044608  0.22344653  0.32942873 -0.22430299 -0.07293874
  0.07364749  0.21642464  0.17941523 -0.23787032 -0.09339027  0.13673198
  0.1619994   0.0794541  -0.19858282 -0.51739273 -0.64146774  0.06163374
  0.67657389 -0.59098133  0.0670149   0.11689283 -0.14675147 -0.04139747
 -0.34221786 -0.06003382 -0.07730684  0.03587303  0.3387608   0.35297201
 -0.28565587  0.32460275 -0.3623767  -0.32902074 -0.72556206 -0.53061437
 -0.29535566 -0.15091468 -0.25880514 -0.39790898 -0.51152402 -0.24995618
  0.1500775   0.07736289  0.13764731  0.04016623  0.24637988  0.02974689
  0.01829355  0.03416556  0.66061798  0.32711154 -0.50250296  0.20413107
 -0.28481319  0.33323002 -0.16920983 -0.27443859 -0.35002226  0.31889721
 -0.27790903  0.3893586   0.46747999 -0.24141989  0.26250611  0.16208445
 -0.25375478  0.21592224  0.02764309  0.23463279 -0.34274904 -0.44178776
  0.40579725  0.18802129  0.14526213 -0.31461156 -0.04130344 -0.07760597
 -0.3432867  -0.07465716  0.55625928 -0.2002905   0.33698741  0.1778246
 -0.03970234 -0.05917803 -0.18201115  0.11261523 -0.46329815  0.38937784
  0.19731314 -0.15205386  0.02264199  0.64205176  0.10965013  0.2498706
  0.17502551  0.12220046 -0.41996523 -0.11420688  0.02733299 -0.11849009
  0.11757614 -0.51112792 -0.15204254  0.34078125 -0.51163464 -0.7144132
  0.08093696 -0.33764415 -0.17998748 -0.43171164 -0.10603233  0.02207165
 -0.07169395 -0.12508458  0.0786508  -0.31220413 -0.14771406 -0.16999672
  0.19661941  0.19279791  0.40588232  0.2762368  -0.21057493  0.18909077
 -0.32585547 -0.39120027  0.58954651 -0.40984441 -0.2947656  -0.04626109
  0.09041464  0.16170291  0.34534938 -0.07422978  0.06642017 -0.07569859
  0.00850323 -0.06832658  0.27468539  0.11559179  0.08879149 -0.02255816
  0.27204831  0.39042663 -0.02018018 -0.03267776 -0.04535109  0.22604144
 -0.21118163 -0.18900757 -0.27091121  0.25566159 -0.24503625  0.35750473
  0.00792714  0.25281472 -0.1352101   0.01768613  0.28857757 -0.86466915
 -0.09416267  0.4235016   0.1190342  -0.46792823  0.35206501  0.2665438
  0.09005736 -0.12822607  0.30710374 -0.19923522 -0.03852906 -0.21412743
  0.01805982  0.41771458 -0.20519423 -0.43739295  0.04106427  0.10261359
 -0.3083078  -0.287652  ]"
6,"[ 2.72180023e-01  1.92915006e-01  9.24597687e-02 -5.63393074e-02
 -2.73560209e-01 -1.29173151e-01 -5.45031020e-01  2.19526138e-01
  4.60358625e-01  2.63089601e-01 -4.19856392e-01  3.74709999e-01
 -1.77367211e-01 -4.30712114e-02 -3.12479428e-02 -1.18192957e-01
 -4.91953205e-01 -3.43522179e-01  4.38086650e-01  3.29077570e-01
  2.35211616e-01  4.09595034e-01 -2.36759028e-01 -4.94792802e-02
  4.67656170e-02  2.27665966e-01  2.47903301e-01 -2.79169801e-01
 -1.45873568e-02  9.71606038e-02  2.43303146e-01  7.00585808e-02
 -2.51590949e-01 -5.40980606e-01 -6.47544921e-01  2.41272946e-02
  6.52097957e-01 -5.45585333e-01  5.20586795e-02  7.52442223e-02
 -1.42148214e-01 -7.49781046e-02 -3.01325306e-01 -7.39643869e-02
 -1.27875218e-01  4.73550067e-02  3.47016884e-01  3.88152991e-01
 -2.97504053e-01  3.50792403e-01 -3.99823107e-01 -3.53142190e-01
 -7.07021452e-01 -4.80992177e-01 -2.81603586e-01 -1.71201532e-01
 -2.57771466e-01 -3.67711447e-01 -4.93153306e-01 -2.12360179e-01
  8.92744692e-02  5.32726510e-02  1.77087325e-01  7.89061839e-02
  2.59948686e-01  4.78596632e-02 -6.64440428e-02 -8.44054691e-03
  7.13574479e-01  3.25268215e-01 -5.42761666e-01  1.96397577e-01
 -2.06375125e-01  3.19391519e-01 -1.58534417e-01 -3.07073452e-01
 -3.57551649e-01  2.79903084e-01 -2.81476569e-01  2.93652652e-01
  4.32444572e-01 -2.83915291e-01  2.86280614e-01  1.19498687e-01
 -3.07091732e-01  2.11206557e-01  4.37755395e-02  1.66304013e-01
 -3.74409694e-01 -4.35745546e-01  4.35820524e-01  1.53730001e-01
  1.28144038e-01 -2.93545855e-01 -2.89090766e-02 -4.40458301e-02
 -3.96494534e-01  4.09290615e-03  5.10731454e-01 -2.06308092e-01
  3.72176944e-01  1.53330310e-01 -4.92900809e-02 -5.25789780e-02
 -1.61516744e-01  1.05323446e-01 -4.43634796e-01  3.70430262e-01
  1.27731735e-01 -1.50010369e-01  6.12463130e-02  6.66132029e-01
  1.17355870e-01  2.47612050e-01  1.78855108e-01  7.92959962e-02
 -3.56294726e-01 -7.14962734e-02  1.25023508e-02 -1.82764502e-01
  1.54271512e-01 -4.39679176e-01 -2.10975413e-01  3.46463564e-01
 -5.11678211e-01 -7.79555033e-01  1.71438375e-02 -3.40225025e-01
 -1.28624592e-01 -4.93246584e-01 -1.19388829e-01  4.27587409e-02
 -1.26378839e-01 -2.08154129e-01  6.59572644e-02 -3.11411345e-01
 -9.83056811e-02 -1.75260078e-01  1.99311652e-01  2.68444207e-01
  4.45704091e-01  2.77363745e-01 -1.66138792e-01  2.08187530e-01
 -3.61732568e-01 -5.04742445e-01  5.36678336e-01 -4.12339768e-01
 -2.93095515e-01 -9.56693258e-02  6.82839677e-02  1.42005028e-01
  3.57832750e-01 -3.28951609e-02  1.24083804e-01 -8.40558115e-02
  7.44898744e-02 -9.72042992e-02  2.55875226e-01  1.61167691e-01
  1.36757713e-02 -8.23384486e-03  3.11306549e-01  4.00580555e-01
 -2.91972803e-02 -4.89157308e-02 -3.02828535e-02  2.30904619e-01
 -2.70186125e-01 -2.06072144e-01 -2.29690272e-01  2.53392298e-01
 -3.18179774e-01  3.80756457e-01  3.94647886e-04  3.16093906e-01
 -1.39249918e-01 -2.09322915e-02  2.44700988e-01 -8.48484792e-01
 -1.30535918e-01  4.18866445e-01  1.00166165e-01 -4.24614263e-01
  3.60602288e-01  2.28235848e-01  1.49956367e-01 -1.33082285e-01
  2.41130371e-01 -2.01175178e-01  3.83960846e-02 -2.84994193e-01
  1.35790554e-01  4.63647036e-01 -1.92686163e-01 -4.40990740e-01
  5.43154752e-02  1.06720026e-01 -2.81979465e-01 -2.29042888e-01]"
7,"[ 3.25826816e-01  1.68280348e-01  1.55178746e-01  6.32508344e-02
 -2.47649975e-01 -1.04347110e-01 -5.19385177e-01  2.05837768e-01
  5.08643087e-01  2.68373897e-01 -3.39518795e-01  4.03243447e-01
 -2.72492809e-01 -5.34208630e-02 -4.61627791e-02 -2.74534680e-02
 -5.11299593e-01 -3.54905336e-01  4.32263988e-01  3.58388515e-01
  2.50779335e-01  3.63909327e-01 -1.94987891e-01 -1.60666335e-02
  5.28472269e-02  2.29400219e-01  1.96974494e-01 -2.87178559e-01
 -4.12321559e-02  6.93728030e-02  1.41630213e-01  3.57374370e-02
 -2.59828425e-01 -5.68295795e-01 -7.21082070e-01  4.33754550e-02
  6.12650534e-01 -5.52544821e-01  8.10759285e-02  6.19623308e-02
 -9.64838890e-02 -5.42348462e-02 -3.84621660e-01 -7.57260229e-02
 -1.18944893e-01 -1.52507921e-02  3.10375980e-01  3.80271897e-01
 -3.46117655e-01  4.23018531e-01 -3.88110934e-01 -3.74565656e-01
 -7.33850150e-01 -5.78982093e-01 -2.62861335e-01 -2.01447917e-01
 -2.21899038e-01 -4.22377685e-01 -4.88574760e-01 -2.45929674e-01
  1.34335202e-01  6.60521888e-02  1.54458346e-01  4.04210356e-02
  2.34613158e-01  8.27174314e-02  4.86212830e-03  3.16442610e-02
  6.89961533e-01  3.90446496e-01 -5.64628646e-01  2.03873876e-01
 -2.92372989e-01  3.90021443e-01 -1.60880073e-01 -2.40188214e-01
 -3.79021018e-01  3.46072726e-01 -3.47742933e-01  3.45982978e-01
  4.76548774e-01 -2.75257460e-01  3.31438407e-01  1.07754256e-01
 -3.05515322e-01  1.86404796e-01 -3.45603220e-02  2.75123686e-01
 -3.37868049e-01 -4.30280225e-01  3.58360286e-01  1.88349229e-01
  1.65221228e-01 -2.92614436e-01 -2.48444675e-02 -5.46589091e-04
 -4.38658629e-01 -3.33299218e-02  5.56525130e-01 -2.01959291e-01
  3.25834570e-01  1.94230660e-01 -4.36172989e-02  8.06291712e-03
 -1.17040048e-01  1.38868057e-01 -5.04037605e-01  3.63801355e-01
  2.01382477e-01 -1.32225256e-01  4.89208813e-02  6.59623229e-01
  3.35043920e-02  2.36769518e-01  2.05827649e-01  2.12344243e-01
 -3.90174076e-01 -5.89926777e-02  2.35622242e-02 -1.63512816e-01
  1.39778402e-01 -5.52223147e-01 -1.59460053e-01  3.84258554e-01
 -5.16202405e-01 -7.06802421e-01  3.54658522e-02 -3.09698103e-01
 -2.04557816e-01 -3.90331513e-01 -1.26362664e-01  1.01119506e-01
 -1.00786747e-01 -1.05422392e-01  1.40721921e-01 -2.88622233e-01
 -8.73218920e-02 -1.64029308e-01  1.51743512e-01  1.76511636e-01
  4.58232307e-01  2.49465544e-01 -1.92139597e-01  1.53167568e-01
 -3.04572543e-01 -4.78855658e-01  5.69339962e-01 -4.02352637e-01
 -2.74510499e-01 -6.56150722e-02  1.04223404e-01  2.02869255e-01
  3.14623217e-01  1.64187350e-02  3.51107774e-02 -5.91441343e-02
  5.65998749e-02 -1.11529966e-01  2.66047719e-01  1.32657946e-01
  9.93256550e-02  1.69203631e-02  2.71491792e-01  3.60049893e-01
 -7.55415307e-02  2.46950360e-03 -4.63783428e-02  2.45605601e-01
 -2.05117394e-01 -2.28130607e-01 -2.27405279e-01  2.91247924e-01
 -3.15731099e-01  2.97099335e-01  4.59690798e-02  2.39299383e-01
 -1.37785999e-01 -2.24906097e-02  3.15856194e-01 -8.93832267e-01
 -1.23223713e-01  5.05972873e-01  7.22113307e-02 -4.73813450e-01
  3.21836673e-01  2.20302843e-01  1.18349270e-01 -1.35412592e-01
  2.96800143e-01 -2.99133956e-01 -9.71506059e-02 -2.92840787e-01
  2.30798632e-02  4.12362453e-01 -1.06786024e-01 -5.14939317e-01
  3.98204180e-02  1.42347036e-01 -2.63899302e-01 -2.94201331e-01]"
