,embedding
0,"[ 2.62085342e-01  1.32142883e-01  1.57288664e-01 -2.12848045e-02
 -2.71188080e-01 -1.25143537e-01 -5.38173996e-01  1.74334612e-01
  4.86393479e-01  2.90940750e-01 -4.39172210e-01  3.98414067e-01
 -1.94744688e-01 -1.00775700e-02 -8.19281368e-02 -1.63593831e-01
 -5.16164958e-01 -2.90037077e-01  4.01647439e-01  3.21167217e-01
  2.18420137e-01  3.81264849e-01 -2.56175413e-01 -3.55785092e-02
  1.20507644e-01  2.26870704e-01  2.11464183e-01 -2.53704234e-01
 -1.20204090e-01  1.28668404e-01  1.85415003e-01  4.50485255e-02
 -2.49798423e-01 -5.17152595e-01 -6.78506804e-01  7.18934176e-02
  6.85281666e-01 -5.48344694e-01  4.12254072e-02  1.49550217e-01
 -1.56594448e-01 -3.67900078e-02 -3.38025340e-01 -8.46955222e-02
 -7.30967015e-02  3.72995627e-02  3.16649302e-01  3.97901420e-01
 -2.87003549e-01  3.37395704e-01 -3.42437281e-01 -3.59100103e-01
 -7.28626128e-01 -5.37841103e-01 -2.81274806e-01 -1.58729515e-01
 -2.68060264e-01 -3.88873373e-01 -5.26866038e-01 -2.71155081e-01
  7.31612359e-02  6.23254049e-02  1.51830172e-01  1.26675489e-01
  2.38580974e-01  4.54918792e-02 -4.95792798e-04  3.67222658e-02
  6.80233892e-01  3.72417475e-01 -5.31031773e-01  1.54972003e-01
 -2.69524163e-01  3.35175402e-01 -1.68654229e-01 -2.84302703e-01
 -3.52834962e-01  2.51092804e-01 -2.69553875e-01  3.39495293e-01
  4.94055585e-01 -2.45258865e-01  2.43962475e-01  1.22768293e-01
 -2.75548338e-01  1.99713575e-01  1.35149227e-02  2.13649089e-01
 -3.97424649e-01 -4.20492464e-01  3.75007884e-01  2.32144328e-01
  1.69874997e-01 -2.72988423e-01 -1.40894000e-02 -2.18408573e-02
 -3.46040571e-01 -6.65097906e-02  5.62816855e-01 -2.20139284e-01
  2.92579911e-01  1.84527861e-01 -3.42047269e-02 -9.71745989e-02
 -2.03907108e-01  1.30044391e-01 -5.04328278e-01  3.53260481e-01
  1.98186842e-01 -1.46975996e-01  2.07290502e-02  6.22431504e-01
  1.12293725e-01  2.52817877e-01  1.71657011e-01  1.24265439e-01
 -3.65431079e-01 -8.59653850e-02  2.51847470e-02 -1.47176258e-01
  1.49113747e-01 -4.81596650e-01 -1.44072987e-01  3.66197470e-01
 -5.18204838e-01 -6.99289386e-01  7.40744494e-02 -3.57235486e-01
 -1.51984542e-01 -4.14543515e-01 -1.04272995e-01  2.21748918e-02
 -9.76931161e-02 -1.25695193e-01  8.27602351e-02 -3.33298807e-01
 -8.54830313e-02 -1.33764157e-01  2.12220826e-01  2.18566603e-01
  4.20785280e-01  2.98451097e-01 -1.61092019e-01  1.75855530e-01
 -3.12223528e-01 -4.29554506e-01  5.82893123e-01 -4.08681686e-01
 -3.20209821e-01 -4.90383878e-02  9.90872069e-02  1.93320138e-01
  3.31728883e-01 -1.73498539e-02  5.38102584e-02 -9.62920369e-02
  1.71033573e-02 -6.60030847e-02  2.44540563e-01  8.81614605e-02
  7.02579417e-02  1.58006020e-02  2.84997123e-01  4.04690323e-01
 -3.12251973e-02 -4.64636405e-02 -5.01104928e-02  1.77256874e-01
 -2.46943185e-01 -1.66212685e-01 -2.64119219e-01  2.69884568e-01
 -2.52246093e-01  3.29890995e-01  1.70656458e-02  2.46068288e-01
 -1.51259043e-01  7.02032996e-03  2.94009766e-01 -8.19975308e-01
 -1.19403535e-01  4.58996047e-01  8.63729872e-02 -4.53804750e-01
  3.44183469e-01  2.53480497e-01  7.31317884e-02 -1.51830532e-01
  3.24157877e-01 -2.22317663e-01 -8.21898661e-03 -2.56770242e-01
  6.62066935e-02  3.68622966e-01 -1.44798708e-01 -4.18527978e-01
  2.71398043e-02  1.13035373e-01 -3.01225553e-01 -2.68182117e-01]"
1,"[ 2.49013705e-01  1.82070793e-01  9.94160375e-02 -1.09570666e-02
 -2.85172327e-01 -1.26665303e-01 -4.78384854e-01  2.00075294e-01
  4.70389682e-01  2.52867551e-01 -4.14932802e-01  3.94859146e-01
 -1.99803280e-01 -2.32352549e-02 -3.37162456e-02 -1.13404686e-01
 -4.74675289e-01 -3.13058620e-01  4.25986351e-01  3.51477663e-01
  2.32951235e-01  3.51642775e-01 -2.27508535e-01 -3.13899409e-02
  6.40401384e-02  1.98943995e-01  1.77588722e-01 -2.28160170e-01
 -7.77259679e-03  1.09170344e-01  1.78280451e-01  7.64554678e-02
 -2.10775940e-01 -5.04570837e-01 -6.66174287e-01  3.40499284e-02
  6.28335861e-01 -5.31805366e-01  6.32827034e-02  7.18095100e-02
 -1.33792768e-01 -4.89523659e-02 -3.54677512e-01 -5.23968952e-02
 -8.67641199e-02  3.10025194e-02  3.19672858e-01  3.78814209e-01
 -2.56712496e-01  2.75796429e-01 -3.71302693e-01 -2.93532858e-01
 -7.52090056e-01 -4.91191981e-01 -2.71996336e-01 -1.69838979e-01
 -2.26095770e-01 -3.89087872e-01 -5.08952954e-01 -2.20161932e-01
  1.18167831e-01  3.59120410e-02  1.30344253e-01  5.60700913e-02
  2.34144063e-01  1.46653216e-02  1.25791861e-02  1.93184957e-02
  6.81750560e-01  3.60664092e-01 -4.99391456e-01  1.74341051e-01
 -2.39259831e-01  3.08546063e-01 -1.32619215e-01 -2.59540969e-01
 -3.17312197e-01  3.11574798e-01 -3.07520270e-01  3.52414377e-01
  4.64979113e-01 -2.78402128e-01  3.29791731e-01  1.53560193e-01
 -2.96312355e-01  1.91117536e-01  7.10338582e-03  2.14283795e-01
 -3.47104296e-01 -4.17471220e-01  3.64315325e-01  1.96595674e-01
  1.54547228e-01 -2.81425679e-01 -4.51840386e-02 -5.30913429e-02
 -4.02171177e-01 -2.22250261e-02  5.05083588e-01 -1.55418253e-01
  3.39642285e-01  1.66497596e-01 -6.71307853e-02 -3.75714729e-02
 -1.73197312e-01  1.32334573e-01 -4.70157047e-01  3.62657124e-01
  1.79236190e-01 -1.67194730e-01  5.71034829e-02  6.11332419e-01
  8.55115659e-02  2.35546904e-01  2.05505991e-01  1.22039545e-01
 -4.10180938e-01 -9.64049415e-02  3.32061138e-02 -1.65743709e-01
  1.47408804e-01 -4.89035911e-01 -1.82800118e-01  3.36979269e-01
 -4.83161536e-01 -6.94930779e-01  5.84283046e-02 -3.31764815e-01
 -1.64241622e-01 -4.35765616e-01 -1.03714480e-01  2.97487139e-02
 -9.60966598e-02 -1.48252962e-01  9.28068832e-02 -2.95383325e-01
 -9.74785384e-02 -1.36852696e-01  1.69139003e-01  1.88565951e-01
  4.24047137e-01  2.64691978e-01 -1.76994674e-01  1.67128873e-01
 -3.26827655e-01 -4.44455277e-01  5.62712086e-01 -3.81904232e-01
 -3.02217749e-01 -6.83910440e-02  8.92964650e-02  1.50497545e-01
  3.30670809e-01 -4.43753816e-02  8.26870074e-02 -5.63572083e-02
  1.95417386e-02 -8.66405026e-02  2.58304035e-01  1.08050569e-01
  7.98430302e-02 -1.28154412e-02  2.74517621e-01  3.91664005e-01
 -2.26965885e-02 -5.85181119e-02 -2.31275131e-02  2.34964841e-01
 -1.97922092e-01 -1.98587448e-01 -2.42179125e-01  2.61627008e-01
 -2.82568011e-01  3.53463177e-01  1.60307695e-02  2.65970219e-01
 -1.63745788e-01 -4.23851089e-05  2.57523110e-01 -8.36338828e-01
 -1.05640312e-01  4.30290221e-01  1.10538669e-01 -4.47605265e-01
  3.30474767e-01  2.30063230e-01  1.10746452e-01 -1.55889138e-01
  2.47367849e-01 -2.27455381e-01 -5.16306100e-03 -2.78100074e-01
  6.42693620e-02  4.40672332e-01 -1.75537670e-01 -4.50387321e-01
  3.89298753e-02  1.13888493e-01 -2.85547868e-01 -2.78800511e-01]"
2,"[ 2.39974897e-01  1.93318985e-01  1.26263520e-01  1.60326591e-02
 -2.74170044e-01 -1.46552919e-01 -5.17112277e-01  1.87229136e-01
  5.02505378e-01  2.35164507e-01 -3.88280305e-01  3.71494425e-01
 -2.14438663e-01 -2.49596019e-02 -5.53122151e-02 -7.40362255e-02
 -4.94868799e-01 -3.43257365e-01  4.51329321e-01  3.69917512e-01
  1.97377987e-01  3.69139582e-01 -2.19889405e-01  4.61268284e-03
  1.09401663e-01  1.79595291e-01  2.01319787e-01 -2.61001580e-01
 -7.03832706e-02  1.27272076e-01  1.84683240e-01  5.29841690e-02
 -2.20658616e-01 -5.23361550e-01 -6.99800241e-01  6.65620712e-02
  6.33047091e-01 -5.29748127e-01  5.97109227e-02  8.30414374e-02
 -1.35994488e-01 -6.17568264e-02 -3.18198857e-01 -7.86636526e-02
 -9.05908037e-02  2.32883322e-02  2.96823514e-01  3.90802285e-01
 -2.55141655e-01  3.26592561e-01 -3.85640384e-01 -3.41311828e-01
 -7.24423737e-01 -4.89827958e-01 -2.60241393e-01 -1.73076365e-01
 -2.52123895e-01 -4.00085228e-01 -5.29648272e-01 -2.08759375e-01
  9.90721062e-02  8.91781899e-02  1.70160658e-01  1.37101955e-01
  2.39750752e-01  7.31518670e-02  1.12647724e-02  2.72320808e-02
  7.46111077e-01  4.01578848e-01 -5.33363459e-01  1.63152255e-01
 -2.53222646e-01  2.90628909e-01 -1.85818201e-01 -2.87357903e-01
 -3.55114872e-01  2.85328386e-01 -2.66860078e-01  3.27112779e-01
  4.70924739e-01 -2.85347099e-01  3.15664571e-01  1.62806344e-01
 -2.95865159e-01  1.55572885e-01  2.92382853e-03  2.06767115e-01
 -3.95591509e-01 -4.43089602e-01  3.81328399e-01  2.04692337e-01
  1.78701310e-01 -2.64838120e-01  1.14594820e-02 -4.27397253e-02
 -4.10141184e-01  1.81295129e-02  5.43765105e-01 -1.57915445e-01
  3.53988851e-01  2.09162077e-01 -6.01065777e-02 -7.49221407e-03
 -2.02095492e-01  1.18174508e-01 -4.96871264e-01  3.37713912e-01
  2.27435946e-01 -1.22134458e-01  6.96700870e-02  6.45464790e-01
  1.07398887e-01  2.34427652e-01  2.02133098e-01  1.41712072e-01
 -3.87992214e-01 -4.08671908e-02 -3.23087291e-02 -1.63001838e-01
  1.07640113e-01 -4.96313798e-01 -1.99326007e-01  3.80572110e-01
 -4.71340566e-01 -7.33652695e-01  1.75355951e-02 -3.46849510e-01
 -1.20414610e-01 -4.49023689e-01 -1.23671768e-01  5.17603524e-02
 -9.77746288e-02 -1.77878119e-01  1.26833690e-01 -3.46581443e-01
 -7.80236276e-02 -1.22274711e-01  1.75264062e-01  2.20849234e-01
  4.28344436e-01  2.85773305e-01 -1.52971470e-01  1.42137055e-01
 -3.08436090e-01 -4.65289020e-01  5.88010177e-01 -3.70811502e-01
 -2.93996456e-01 -7.98051918e-02  8.47703561e-02  1.99764870e-01
  3.20463378e-01 -1.71402895e-02  9.18331012e-02 -7.58854633e-02
  5.02467208e-02 -8.53573371e-02  2.57103956e-01  1.03643851e-01
  8.23625628e-02  8.20782167e-04  3.12318517e-01  3.78077886e-01
 -6.37805820e-02 -9.03397540e-02 -2.48906503e-02  2.20506589e-01
 -2.30449695e-01 -1.62804848e-01 -2.31669944e-01  2.72524494e-01
 -3.45581212e-01  3.29159582e-01  3.07765627e-02  2.49877722e-01
 -1.66330389e-01 -2.02610125e-02  2.66573668e-01 -8.50753043e-01
 -1.05692850e-01  4.53393090e-01  9.23323534e-02 -4.52078044e-01
  3.44479858e-01  1.95086721e-01  1.12050986e-01 -1.30904772e-01
  2.67788905e-01 -2.46834318e-01 -8.35851710e-03 -3.30359193e-01
  6.28928105e-02  3.70231224e-01 -1.60146018e-01 -4.65534874e-01
  3.44019462e-02  1.01642516e-01 -2.66189085e-01 -2.80522007e-01]"
3,"[ 0.24512267  0.13157042  0.16738385 -0.06481476 -0.24389806 -0.11844554
 -0.49016222  0.14184     0.46206194  0.20853127 -0.44369628  0.35184144
 -0.21863965 -0.07249869 -0.05709145 -0.12822968 -0.51041327 -0.33437278
  0.40200285  0.38216696  0.28385479  0.37403732 -0.22921835 -0.06345215
  0.08201545  0.20862495  0.20219057 -0.25994415 -0.03923616  0.11353658
  0.23782399  0.08387296 -0.24285665 -0.52876588 -0.68341416  0.08714503
  0.67150067 -0.55968646  0.06888709  0.10708029 -0.1307503  -0.0699909
 -0.37092832 -0.03752619 -0.07475822  0.05105504  0.37270638  0.33712887
 -0.26554246  0.38609858 -0.39249773 -0.34300367 -0.70193818 -0.51350607
 -0.25557698 -0.16378554 -0.23686334 -0.45789609 -0.49511935 -0.21490253
  0.12701495  0.09157711  0.08917268  0.10933721  0.28056446  0.02726871
  0.0449702   0.0244163   0.66397404  0.34635236 -0.53425823  0.20714023
 -0.24625806  0.36659692 -0.18022039 -0.29049309 -0.39361786  0.29216454
 -0.32209189  0.38193081  0.45359343 -0.28757453  0.31287219  0.13502608
 -0.25144169  0.1865888   0.05719861  0.2539956  -0.3597152  -0.48585572
  0.41241947  0.20975381  0.15485061 -0.31416635  0.00327316 -0.0948889
 -0.33244485 -0.03145651  0.53871781 -0.19393409  0.33994655  0.16472148
 -0.06027653 -0.03368073 -0.13185646  0.08185123 -0.48042756  0.37487815
  0.16613069 -0.14151879  0.03859168  0.68008362  0.04059178  0.26298045
  0.17449629  0.12068572 -0.39891715 -0.11602674  0.07979539 -0.11296163
  0.129019   -0.54501682 -0.22816966  0.30778586 -0.54858543 -0.68408529
  0.06476866 -0.31505908 -0.17509324 -0.44245563 -0.10133228  0.06204401
 -0.13829744 -0.11025125  0.0647583  -0.32261505 -0.10990592 -0.18562136
  0.21309039  0.22734889  0.43172173  0.29101438 -0.20520068  0.13328289
 -0.37754695 -0.39824832  0.57492256 -0.40811956 -0.30877262 -0.06545985
  0.14669519  0.19902589  0.36254674 -0.05435091  0.08241271 -0.09559417
  0.05308455 -0.1089941   0.3277873   0.16189945  0.09441822 -0.01023602
  0.27662272  0.35401553 -0.08385822 -0.01871075 -0.04866885  0.19392049
 -0.27324602 -0.22402929 -0.29045036  0.27901202 -0.23139629  0.33905383
  0.00997029  0.25483451 -0.14647061  0.0063863   0.21456609 -0.85116976
 -0.11520522  0.4150199   0.1420341  -0.4731638   0.35819426  0.27500605
  0.11370617 -0.11829022  0.31498772 -0.21756122 -0.04722496 -0.25284227
  0.01286283  0.42149082 -0.14551331 -0.43891424  0.03629752  0.1317774
 -0.31549287 -0.31340023]"
4,"[ 0.27432732  0.12693151  0.16728311  0.00351339 -0.25681158 -0.1133562
 -0.51133025  0.1815587   0.49185401  0.25681271 -0.38710185  0.36451233
 -0.24138947 -0.03644776 -0.06800726 -0.07302408 -0.52683892 -0.32174678
  0.39230953  0.33166269  0.2597005   0.34168922 -0.20466263 -0.05275642
  0.06913595  0.25408768  0.21095312 -0.30754695 -0.06417949  0.06583784
  0.16011573  0.04922183 -0.2307992  -0.53856118 -0.65839393  0.01181651
  0.65437381 -0.54063035  0.06673048  0.13936578 -0.08439284 -0.03518308
 -0.35745646 -0.09962171 -0.08830454  0.00465595  0.32467866  0.36220791
 -0.31507671  0.42422687 -0.38535843 -0.34045847 -0.70392082 -0.53780964
 -0.25073248 -0.17218997 -0.21856255 -0.41542912 -0.46092972 -0.21496697
  0.12203644  0.0927224   0.12051332  0.08231289  0.24479218  0.03403656
  0.00398252  0.0304811   0.65190003  0.3519475  -0.54736082  0.21202411
 -0.24421493  0.38707153 -0.15885593 -0.24651719 -0.37425135  0.31735696
 -0.33097977  0.36856926  0.47871234 -0.25973459  0.27208898  0.12606113
 -0.29196665  0.19021257 -0.00801837  0.21784093 -0.34855331 -0.43344061
  0.36428299  0.18139429  0.13814254 -0.28650084 -0.01702371 -0.04282301
 -0.37035157 -0.04701464  0.54909975 -0.21433224  0.32680634  0.14866987
 -0.03040908 -0.02010569 -0.12678263  0.13646148 -0.4392627   0.37594135
  0.16412832 -0.12862292  0.05405131  0.64748556  0.06980354  0.28454972
  0.15690503  0.16232267 -0.36711165 -0.0578739   0.05249429 -0.13354995
  0.10984293 -0.49485472 -0.15899285  0.35622885 -0.56050075 -0.67698694
  0.04292694 -0.31227039 -0.17068787 -0.42548685 -0.1074935   0.11220315
 -0.13287887 -0.09773305  0.0911288  -0.28261229 -0.10525976 -0.18299414
  0.2087346   0.19455954  0.41850718  0.22880422 -0.17994474  0.15883575
 -0.32425701 -0.43542598  0.53081935 -0.38422996 -0.29521766 -0.07031167
  0.11292274  0.19189182  0.34597234 -0.02116017  0.07576392 -0.09067592
  0.03243865 -0.08446489  0.28169428  0.14635624  0.0994346   0.02438353
  0.28200847  0.36985545 -0.06295079 -0.02032834 -0.05822042  0.23618958
 -0.20553091 -0.21296366 -0.23943486  0.27589214 -0.26681429  0.32044931
  0.05085013  0.24035312 -0.13587301 -0.05025929  0.27317675 -0.83847162
 -0.10923431  0.42030735  0.09656451 -0.46340971  0.3304191   0.28214413
  0.10957174 -0.1269232   0.30323745 -0.27020326 -0.04122688 -0.25422421
  0.02861806  0.40469728 -0.12231091 -0.44803682  0.03654903  0.13831702
 -0.29587337 -0.29263795]"
5,"[ 2.56588573e-01  1.70193317e-01  1.45756364e-01 -1.17782800e-02
 -2.61643267e-01 -1.25311533e-01 -5.19941395e-01  1.75015500e-01
  4.91005527e-01  2.57938210e-01 -4.16468316e-01  3.83971878e-01
 -2.10625881e-01 -2.99961302e-02 -5.41816495e-02 -1.14278803e-01
 -4.98882189e-01 -3.27375933e-01  4.27102424e-01  3.41857528e-01
  2.48533319e-01  3.78897233e-01 -2.29973658e-01 -4.22342195e-02
  7.96208522e-02  2.14477421e-01  2.02952428e-01 -2.79486161e-01
 -7.15054962e-02  1.02999167e-01  1.96493971e-01  6.95206897e-02
 -2.40221689e-01 -5.31021033e-01 -6.80892476e-01  6.23608846e-02
  6.63227583e-01 -5.47321695e-01  6.18367588e-02  1.03488281e-01
 -1.46190144e-01 -5.24788756e-02 -3.44581098e-01 -7.83942360e-02
 -1.02321017e-01  3.80884541e-02  3.29868636e-01  3.77082281e-01
 -2.86599704e-01  3.69308914e-01 -3.69924245e-01 -3.51021306e-01
 -7.31388971e-01 -5.21576474e-01 -2.79446476e-01 -1.78233481e-01
 -2.51495771e-01 -4.18961311e-01 -5.02109204e-01 -2.36618145e-01
  1.10080441e-01  7.90696126e-02  1.49249669e-01  9.60600074e-02
  2.52899753e-01  4.41884514e-02  1.53584496e-04  2.92974600e-02
  6.99008744e-01  3.71068657e-01 -5.24761986e-01  1.82143987e-01
 -2.58467989e-01  3.47437357e-01 -1.62719380e-01 -2.87628709e-01
 -3.76256112e-01  2.88919252e-01 -2.99710422e-01  3.66614552e-01
  4.75732797e-01 -2.67719571e-01  3.01009628e-01  1.42446502e-01
 -2.91168928e-01  1.97759061e-01  1.46441975e-02  2.26010708e-01
 -3.83217526e-01 -4.43511011e-01  4.13626967e-01  1.97521096e-01
  1.59082552e-01 -2.84207689e-01 -1.07951496e-02 -4.38186139e-02
 -3.71627903e-01 -3.23042460e-02  5.49585737e-01 -1.88089036e-01
  3.36666888e-01  1.84024904e-01 -4.13420095e-02 -3.80637571e-02
 -1.68851972e-01  1.05094158e-01 -4.84031773e-01  3.62343778e-01
  1.82800430e-01 -1.45792337e-01  4.11475901e-02  6.58931277e-01
  7.14067890e-02  2.44820280e-01  1.81776755e-01  1.41205587e-01
 -3.81993800e-01 -7.55590514e-02  2.86652371e-02 -1.44576487e-01
  1.38160770e-01 -4.90249961e-01 -1.82982061e-01  3.45582171e-01
 -5.29011093e-01 -7.11768131e-01  4.45840009e-02 -3.32813944e-01
 -1.50685130e-01 -4.51165578e-01 -1.10177249e-01  6.21036820e-02
 -1.14794716e-01 -1.35365809e-01  8.15707476e-02 -3.10630453e-01
 -9.14051285e-02 -1.62152115e-01  1.89911288e-01  2.16861233e-01
  4.28331481e-01  2.74052911e-01 -1.85289988e-01  1.60830403e-01
 -3.30702076e-01 -4.39925759e-01  5.66132842e-01 -4.01492788e-01
 -3.12250351e-01 -6.14017752e-02  9.94050312e-02  1.90505916e-01
  3.49018159e-01 -3.06509677e-02  6.34041241e-02 -8.22875205e-02
  5.46337261e-02 -8.88990148e-02  2.70931531e-01  1.18695305e-01
  7.66613599e-02  4.21332155e-03  2.94883956e-01  3.92238490e-01
 -7.29467338e-02 -2.62347697e-02 -5.02340860e-02  2.12455290e-01
 -2.47677302e-01 -1.97064783e-01 -2.56900997e-01  2.73428543e-01
 -2.89860972e-01  3.42426626e-01  1.26389106e-02  2.50349921e-01
 -1.52948106e-01 -1.19174078e-02  2.80496308e-01 -8.54578282e-01
 -1.17560019e-01  4.37927415e-01  1.04282531e-01 -4.50477005e-01
  3.59460239e-01  2.32454242e-01  1.07137666e-01 -1.41340918e-01
  2.87062038e-01 -2.38794597e-01 -3.46799439e-02 -2.76889275e-01
  5.22865212e-02  4.09346453e-01 -1.56370448e-01 -4.58866987e-01
  3.61405306e-02  1.23468904e-01 -3.05748573e-01 -2.73959922e-01]"
6,"[ 0.2512353   0.15619668  0.13840307 -0.00870055 -0.26443754 -0.12592669
 -0.49866136  0.16284867  0.49470276  0.23094458 -0.4225473   0.36827233
 -0.2047462  -0.0421487  -0.03130025 -0.10477365 -0.4963651  -0.32765442
  0.45055677  0.3525311   0.25827129  0.38969009 -0.22335728 -0.04368925
  0.07139683  0.20242113  0.19202916 -0.26473893 -0.05829338  0.10551724
  0.20433559  0.06803902 -0.22984176 -0.53118828 -0.68347696  0.06566018
  0.65037558 -0.56011982  0.05949387  0.0627285  -0.15136255 -0.0627917
 -0.33983321 -0.07421739 -0.10781871  0.05074536  0.33238183  0.36937243
 -0.29268221  0.35471575 -0.38226157 -0.35390277 -0.7291487  -0.52503819
 -0.27997811 -0.18235113 -0.26663663 -0.43021719 -0.5212806  -0.22898145
  0.12476018  0.0745981   0.17154488  0.07875285  0.25953814  0.05355164
  0.00397987  0.03055902  0.69595367  0.35247015 -0.53432391  0.17226446
 -0.26164066  0.35015863 -0.15127751 -0.29172241 -0.36769757  0.28169539
 -0.28942224  0.35123999  0.47200335 -0.2757262   0.32227276  0.14235783
 -0.29671316  0.18391134  0.03109134  0.23117565 -0.36964258 -0.44982187
  0.40637517  0.18305554  0.16707214 -0.29522756 -0.00697752 -0.05609343
 -0.37874172 -0.01468432  0.53928127 -0.18924241  0.33919693  0.18784437
 -0.05292271 -0.01848229 -0.15683366  0.09158319 -0.48814854  0.37416612
  0.18302189 -0.13691101  0.05448737  0.65619808  0.0878961   0.23737168
  0.19406265  0.15243315 -0.38623951 -0.08771534  0.01235532 -0.1541118
  0.1342975  -0.49686983 -0.20511368  0.34319333 -0.51846447 -0.73684692
  0.03375332 -0.32751087 -0.14488236 -0.45540016 -0.12194915  0.05183428
 -0.11379137 -0.14889036  0.08730429 -0.32546072 -0.09603845 -0.17300934
  0.19607196  0.19797347  0.43081479  0.27536638 -0.18932215  0.16821792
 -0.34060455 -0.43289806  0.59458569 -0.40180387 -0.31266221 -0.06987275
  0.09988434  0.19267179  0.34588908 -0.03174956  0.07147707 -0.07359349
  0.06172658 -0.09420394  0.26850013  0.12552798  0.06937946 -0.01136024
  0.28209356  0.3698959  -0.05986452 -0.03019007 -0.04217047  0.21684572
 -0.26050733 -0.19771806 -0.24381323  0.26365008 -0.29457599  0.34063765
  0.01809756  0.26782062 -0.15096989  0.00256189  0.2948309  -0.87076244
 -0.12100208  0.43232333  0.11301846 -0.44634336  0.35873659  0.20971318
  0.11214066 -0.1250989   0.28578841 -0.21691828 -0.02493954 -0.26687095
  0.06249486  0.412137   -0.16627819 -0.46239716  0.0547196   0.11458718
 -0.28187233 -0.27541792]"
7,"[ 0.25320138  0.11556576  0.15271327  0.00136755 -0.26270301 -0.13923333
 -0.47796411  0.14953606  0.45620428  0.22664974 -0.43230379  0.33507721
 -0.22549292 -0.03010476 -0.02812298 -0.10966624 -0.51906827 -0.30694664
  0.41711202  0.39947148  0.25655543  0.38637669 -0.2149072  -0.04292337
  0.1208431   0.17784956  0.16602211 -0.25748826 -0.06422952  0.14354604
  0.19697562  0.04014151 -0.22743601 -0.54604816 -0.71601469  0.08238376
  0.689948   -0.54538149  0.02868885  0.09420041 -0.14773184 -0.05668859
 -0.32723504 -0.06765124 -0.07190063  0.04799976  0.34979147  0.35191591
 -0.25183769  0.34983923 -0.38361903 -0.35126408 -0.70549562 -0.51409896
 -0.24125374 -0.1222487  -0.24244014 -0.43783111 -0.56200567 -0.22452962
  0.12870958  0.08709611  0.11121212  0.14118531  0.23430588  0.01921808
  0.02967339  0.02116891  0.66887902  0.37570556 -0.55877191  0.14278762
 -0.27604326  0.33962423 -0.17401287 -0.30463869 -0.35454849  0.25992243
 -0.25095434  0.36091141  0.50084037 -0.27495034  0.32195307  0.16356347
 -0.27503082  0.14406822  0.05181303  0.22830569 -0.39327773 -0.45858684
  0.36400947  0.23437328  0.21663327 -0.3250242   0.01242042 -0.03940196
 -0.36201469 -0.02235659  0.54978359 -0.2157699   0.32320444  0.1944184
 -0.06268175 -0.00391045 -0.18074797  0.13616625 -0.52363551  0.34003965
  0.23572451 -0.10638302  0.06061446  0.66830322  0.08777399  0.25815261
  0.17290616  0.1878752  -0.35103073 -0.09922646  0.04026188 -0.11198585
  0.12390077 -0.5497428  -0.21351563  0.37249022 -0.50046804 -0.63571546
  0.08078556 -0.31143602 -0.14233664 -0.38687309 -0.11650045  0.06021286
 -0.11362174 -0.12942017  0.13176764 -0.37233307 -0.05387427 -0.15990303
  0.17900605  0.26239959  0.43860779  0.26779873 -0.19290853  0.12608999
 -0.33305712 -0.43468801  0.63849358 -0.41572241 -0.30456226 -0.02621478
  0.1441852   0.21367876  0.30022408  0.00509811  0.06406788 -0.08946199
  0.03858517 -0.08824848  0.27233919  0.08103487  0.11807972  0.05758246
  0.29636684  0.35295984 -0.05173384 -0.03355216 -0.02854641  0.16238594
 -0.25715342 -0.20582127 -0.23719793  0.26906519 -0.23448611  0.3219386
  0.06146196  0.23552015 -0.15214314  0.03323209  0.27197909 -0.85382192
 -0.10976247  0.4948578   0.08872666 -0.48647392  0.32822287  0.25795661
  0.07669594 -0.13815179  0.34030355 -0.17101161 -0.00658513 -0.29028397
  0.06682961  0.35897418 -0.11043715 -0.45248232  0.04073169  0.10157031
 -0.24747501 -0.33670289]"
